Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Average_eye_openness	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Average_whole-fixation_eye_openness	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording1	test1	Timeline1	findDice	1	findDice	Dice	10004	70093		2833	708	267	1317	4	1187	300	M1		3.02406	9.28074	2833	708	267	1317	4	1187	300	3.02406	9.28074	3100	1550	583	2517	2	1187	583	3167	1583	600	2567	2	1170	600	0			0			1	1170	1770	161.24	379.52
Recording1	test1	Timeline1	findDice	1	findDice	M1	10004	70093		500	500	500	500	1	7170	500	M1		3.09354	8.78654	500	500	500	500	1	7170	500	3.09354	8.78654	500	500	500	500	1	7170	500	533	533	533	533	1	7137	533	0			0			0	7137	7670	136.81	94.01
Recording1	test1	Timeline1	findDice	1	findDice	M2	10004	70093		0				0			M1				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findDice	1	findDice	Rectangle 3	10004	70093		0				0			M1				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findDice	1	findDice	Rectangle 4	10004	70093		0				0			M1				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findDice	1	findDice	Rectangle 5	10004	70093		0				0			M1				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findDice	1	findDice	Rectangle 6	10004	70093		200	200	200	200	1	6453	200	M1		3.15306	9.04605	200	200	200	200	1	6453	200	3.15306	9.04605	200	200	200	200	1	6453	200	233	233	233	233	1	6420	233	0			0			0	6420	6653	105.29	129.97
Recording1	test1	Timeline1	findDice	1	findDice	Rectangle 7	10004	70093		450	450	450	450	1	6687	450	M1		3.1453	8.91252	450	450	450	450	1	6687	450	3.1453	8.91252	450	450	450	450	1	6687	450	483	483	483	483	1	6653	483	0			0			0	6653	7137	129.97	136.81
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle 1	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle 2	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle 3	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle 4	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle 5	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle 6	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle 7	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	findYummy	1	findYummy	Rectangle 8	5017	137631		0				0							0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	frog	1	frog	Rectangle	16077	83537		0				0			Rectangle 1	Rectangle 1			0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	frog	1	frog	Rectangle 1	16077	83537		2951	984	317	2034	3	4959	317	Rectangle 1	Rectangle 1	2.96225	9.19254	917	458	317	600	2	4959	317	2.9012	9.17273	2968	1484	933	2034	2	4959	933	3034	1517	983	2051	2	4909	983	0			0			1	4909	5892	337.65	46.78
Recording1	test1	Timeline1	frog	1	frog	Rectangle 2	16077	83537		0				0			Rectangle 1	Rectangle 1			0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	frog	1	frog	Rectangle 3	16077	83537		167	167	167	167	1	9309	167	Rectangle 1	Rectangle 1	2.76833	8.54994	167	167	167	167	1	9309	167	2.76833	8.54994	167	167	167	167	1	9309	167	183	183	183	183	1	9293	183	0			0			0	9293	9476	50.26	225.41
Recording1	test1	Timeline1	frog	1	frog	Rectangle 4	16077	83537		0				0			Rectangle 1	Rectangle 1			0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	frog	1	frog	Rectangle 5	16077	83537		0				0			Rectangle 1	Rectangle 1			0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	frog	1	frog	Rectangle 6	16077	83537		550	550	550	550	1	6459	550	Rectangle 1	Rectangle 1	2.72123	9.13832	550	550	550	550	1	6459	550	2.72123	9.13832	550	550	550	550	1	6459	550	583	583	583	583	1	6426	583	0			0			0	6426	7009	113.9	240.15
Recording1	test1	Timeline1	frogInBathroom	1	frogInBathroom	Rectangle	20998	116633		4135	1034	167	2250	4	11380	167	Rectangle	Rectangle	2.82861	9.2345	2617	872	167	2250	3	11380	167	2.82054	9.21559	4151	1384	383	2250	3	11380	383	4218	1406	400	2267	3	11364	400	0			0			1	11364	11764	77.38	55.46
Recording1	test1	Timeline1	frogInBathroom	1	frogInBathroom	Rectangle 1	20998	116633		0				0			Rectangle	Rectangle			0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	frogInBathroom	1	frogInBathroom	Rectangle 2	20998	116633		0				0			Rectangle	Rectangle			0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle	7012	99614		0				0			Rectangle 3				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 1	7012	99614		0				0			Rectangle 3				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 2	7012	99614		0				0			Rectangle 3				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 3	7012	99614		1050	263	150	467	4	316	150	Rectangle 3		2.95605	9.47993	1050	263	150	467	4	316	150	2.95605	9.47993	1083	542	150	933	2	316	150	1133	567	183	950	2	282	183	0			0			2	282	466	113.79	145.37
Recording1	test1	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 4	7012	99614		0				0			Rectangle 3				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 5	7012	99614		0				0			Rectangle 3				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 6	7012	99614		0				0			Rectangle 3				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Dice	143893	0	Escape	2833	708	267	1317	4	71279	300	Rectangle		3.02406	9.28074	2833	708	267	1317	4	71279	300	3.02406	9.28074	3100	1550	583	2517	2	71279	583	3167	1583	600	2567	2	71263	600	0			0			1	71263	71863	161.24	379.52
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	M1	143893	0	Escape	500	500	500	500	1	77263	500	Rectangle		3.09354	8.78654	500	500	500	500	1	77263	500	3.09354	8.78654	500	500	500	500	1	77263	500	533	533	533	533	1	77229	533	0			0			0	77229	77763	136.81	94.01
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	M2	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle	143893	0	Escape	4135	1034	167	2250	4	128013	167	Rectangle		2.82861	9.2345	2617	872	167	2250	3	128013	167	2.82054	9.21559	4151	1384	383	2250	3	128013	383	4218	1406	400	2267	3	127996	400	0			0			1	127996	128396	77.38	55.46
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 1	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 1	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 1	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 1	143893	0	Escape	2951	984	317	2034	3	88496	317	Rectangle		2.96225	9.19254	917	458	317	600	2	88496	317	2.9012	9.17273	2968	1484	933	2034	2	88496	933	3034	1517	983	2051	2	88446	983	0			0			1	88446	89429	337.65	46.78
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 2	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 2	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 2	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 2	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 3	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 3	143893	0	Escape	1050	263	150	467	4	99929	150	Rectangle		2.95605	9.47993	1050	263	150	467	4	99929	150	2.95605	9.47993	1083	542	150	933	2	99929	150	1133	567	183	950	2	99896	183	0			0			2	99896	100079	113.79	145.37
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 3	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 3	143893	0	Escape	167	167	167	167	1	92846	167	Rectangle		2.76833	8.54994	167	167	167	167	1	92846	167	2.76833	8.54994	167	167	167	167	1	92846	167	183	183	183	183	1	92829	183	0			0			0	92829	93013	50.26	225.41
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 4	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 4	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 4	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 4	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 5	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 5	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 5	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 5	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 6	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 6	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 6	143893	0	Escape	200	200	200	200	1	76546	200	Rectangle		3.15306	9.04605	200	200	200	200	1	76546	200	3.15306	9.04605	200	200	200	200	1	76546	200	233	233	233	233	1	76513	233	0			0			0	76513	76746	105.29	129.97
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 6	143893	0	Escape	550	550	550	550	1	89996	550	Rectangle		2.72123	9.13832	550	550	550	550	1	89996	550	2.72123	9.13832	550	550	550	550	1	89996	550	583	583	583	583	1	89963	583	0			0			0	89963	90546	113.9	240.15
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 7	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 7	143893	0	Escape	450	450	450	450	1	76779	450	Rectangle		3.1453	8.91252	450	450	450	450	1	76779	450	3.1453	8.91252	450	450	450	450	1	76779	450	483	483	483	483	1	76746	483	0			0			0	76746	77229	129.97	136.81
Recording1	test1	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1)	Rectangle 8	143893	0	Escape	0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findDice	1	findDice	Dice	2891	74500		162	162	162	162	1	0	162	Rectangle 5		2.84159	9.96085	0				0					162	162	162	162	1	0	162	162	162	162	162	1	0	162	0			0			0		162		288.71
Recording2	test2	Timeline1	findDice	1	findDice	M1	2891	74500		0				0			Rectangle 5				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findDice	1	findDice	M2	2891	74500		0				0			Rectangle 5				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findDice	1	findDice	Rectangle 3	2891	74500		0				0			Rectangle 5				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findDice	1	findDice	Rectangle 4	2891	74500		0				0			Rectangle 5				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findDice	1	findDice	Rectangle 5	2891	74500		317	317	317	317	1	629	317	Rectangle 5		3.04478	10.02788	317	317	317	317	1	629	317	3.04478	10.02788	317	317	317	317	1	629	317	333	333	333	333	1	612	333	0			0			0	612	945	88.05	79.08
Recording2	test2	Timeline1	findDice	1	findDice	Rectangle 6	2891	74500		0				0			Rectangle 5				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findDice	1	findDice	Rectangle 7	2891	74500		0				0			Rectangle 5				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle	3981	98925		204	204	204	204	1	0	204	Rectangle 8		2.97892	10.27278	0				0					204	204	204	204	1	0	204	204	204	204	204	1	0	204	0			0			0		204		121.35
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle 1	3981	98925		217	217	217	217	1	1070	217	Rectangle 8		2.97644	9.15811	217	217	217	217	1	1070	217	2.97644	9.15811	217	217	217	217	1	1070	217	233	233	233	233	1	1054	233	0			0			0	1054	1287	142.83	305.28
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle 2	3981	98925		0				0			Rectangle 8				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle 3	3981	98925		0				0			Rectangle 8				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle 4	3981	98925		0				0			Rectangle 8				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle 5	3981	98925		0				0			Rectangle 8				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle 6	3981	98925		0				0			Rectangle 8				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle 7	3981	98925		0				0			Rectangle 8				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	findYummy	1	findYummy	Rectangle 8	3981	98925		417	417	417	417	1	1337	417	Rectangle 8		2.95506	9.05626	417	417	417	417	1	1337	417	2.95506	9.05626	417	417	417	417	1	1337	417	467	467	467	467	1	1287	467	0			0			0	1287	1754	305.28	321.22
Recording2	test2	Timeline1	frog	1	frog	Rectangle	2339	83259		533	533	533	533	1	620	533	Rectangle		2.90415	9.9473	533	533	533	533	1	620	533	2.90415	9.9473	533	533	533	533	1	620	533	567	567	567	567	1	587	567	0			0			0	587	1154	129.81	232.47
Recording2	test2	Timeline1	frog	1	frog	Rectangle 1	2339	83259		0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	frog	1	frog	Rectangle 2	2339	83259		0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	frog	1	frog	Rectangle 3	2339	83259		0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	frog	1	frog	Rectangle 4	2339	83259		0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	frog	1	frog	Rectangle 5	2339	83259		0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	frog	1	frog	Rectangle 6	2339	83259		0				0			Rectangle				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	frogInBathroom	1	frogInBathroom	Rectangle	1760	97165		0				0							0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	frogInBathroom	1	frogInBathroom	Rectangle 1	1760	97165		0				0							0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	frogInBathroom	1	frogInBathroom	Rectangle 2	1760	97165		0				0							0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle	2134	81125		183	183	183	183	1	304	183	Rectangle 2		2.89885	10.0318	183	183	183	183	1	304	183	2.89885	10.0318	183	183	183	183	1	304	183	217	217	217	217	1	271	217	0			0			0	271	488	98.7	133.18
Recording2	test2	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 1	2134	81125		217	217	217	217	1	54	217	Rectangle 2		2.88887	9.95296	217	217	217	217	1	54	217	2.88887	9.95296	217	217	217	217	1	54	217	271	271	271	271	1	0	271	0			0			0		271		98.7
Recording2	test2	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 2	2134	81125		300	300	300	300	1	1221	300	Rectangle 2		2.92314	9.75726	300	300	300	300	1	1221	300	2.92314	9.75726	300	300	300	300	1	1221	300	333	333	333	333	1	1188	333	0			0			0	1188	1521	148.41	137.85
Recording2	test2	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 3	2134	81125		0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 4	2134	81125		0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 5	2134	81125		0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	headphoneInBathroom	1	headphoneInBathroom	Rectangle 6	2134	81125		0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle	4311	92855		0				0			Rectangle 8	Rectangle 8			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 1	4311	92855		217	217	217	217	1	3791	217	Rectangle 8	Rectangle 8	3.08725	9.89073	217	217	217	217	1	3791	217	3.08725	9.89073	217	217	217	217	1	3791	217	250	250	250	250	1	3758	250	0			0			0	3758	4008	244.37	303.88
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 2	4311	92855		0				0			Rectangle 8	Rectangle 8			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 3	4311	92855		0				0			Rectangle 8	Rectangle 8			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 4	4311	92855		200	200	200	200	1	1091	200	Rectangle 8	Rectangle 8	2.97165	9.83076	200	200	200	200	1	1091	200	2.97165	9.83076	200	200	200	200	1	1091	200	233	233	233	233	1	1058	233	0			0			0	1058	1291	166.57	78.88
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 5	4311	92855		0				0			Rectangle 8	Rectangle 8			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 6	4311	92855		0				0			Rectangle 8	Rectangle 8			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 7	4311	92855		0				0			Rectangle 8	Rectangle 8			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 8	4311	92855		20	20	20	20	1	4291	20	Rectangle 8	Rectangle 8	3.10899	9.89333	0				0					20	20	20	20	1	4291	20	37	37	37	37	1	4274	37	0			0			0	4274		93.42	
Recording2	test2	Timeline1	whoCheats	1	whoCheats	Rectangle 9	4311	92855		0				0			Rectangle 8	Rectangle 8			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle	1633	102907		0				0			Rectangle 2	Rectangle 2			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle 1	1633	102907		0				0			Rectangle 2	Rectangle 2			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle 2	1633	102907		228	228	228	228	1	1406	228	Rectangle 2	Rectangle 2	3.13877	9.65798	0				0					228	228	228	228	1	1406	228	244	244	244	244	1	1389	244	0			0			0	1389		65.64	
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle 3	1633	102907		0				0			Rectangle 2	Rectangle 2			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle 4	1633	102907		0				0			Rectangle 2	Rectangle 2			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle 5	1633	102907		0				0			Rectangle 2	Rectangle 2			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle 6	1633	102907		0				0			Rectangle 2	Rectangle 2			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle 7	1633	102907		0				0			Rectangle 2	Rectangle 2			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	whoThief	1	whoThief	Rectangle 8	1633	102907		0				0			Rectangle 2	Rectangle 2			0				0					0				0			0				0			0			0			0				
Recording2	test2	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Dice	111116	0	Escape	162	162	162	162	1	74500	162	Rectangle 2		2.84159	9.96085	0				0					162	162	162	162	1	74500	162	162	162	162	162	1	74500	162	0			0			0		74662		288.71
